stu_id,Name,Subjects,Title,stu_school,stu_year,stu_jel,Field,academic_year,Origin,Scopus_name,stu_scopus,repec_name,stu_repec
"EILAT, YAIR;Harvard University;2002","Eilat, Yair",Industrial Organization: General,Essays in Industrial Economics,Harvard University,2002,L,Industrial Organization,2001-2002,both,"Eilat, Yair",6507821537,,
"EINAV, LIRAN;Harvard University;2002","Einav, Liran",Industrial Organization: General,Essays in Industrial Organization,Harvard University,2002,L,Industrial Organization,2001-2002,both,"Einav, Liran",6507050734,"EINAV, LIRAN",pei64
"FENG, LEI;Harvard University;2002","Feng, Lei",Financial Economics: General,"Three Essays in Financial Economics: Herding Disposition, Ownership Restrictions, and Market Segmentation",Harvard University,2002,G,Financial Economics,2002-2003,both,"Feng, Lei",7401761829,,
"FOLEY, CHARLES;Harvard University;2002","Foley, Charles",Multinational Firms; International Business;Payout Policy;Business Taxes and Subsidies including sales and value-added (VAT);Contracting Out; Joint Ventures; Technology Licensing,Selected Essays on the Effects of Having an American Parent: An Analysis of the Growth of U.S. Multinational Affiliates; International Joint Ventures and the Boundaries of the Firm; Dividend Policy Inside the Firm; Repatriation Taxes and Dividend Distortions,Harvard University,2002,F,International Economics,2001-2002,both,"Foley, C. Fritz",7102587835,,
"GORDON, NORA;Harvard University;2002","Gordon, Nora",Education and Research Institutions: General,Essays in Economics of Education,Harvard University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Gordon, Nora E.",7201606175,"GORDON, NORA E.",pgo146
"HALLAK, JUAN CARLOS;Harvard University;2002","Hallak, Juan Carlos",Trade: General,Essays on Supply and Demand Determinants of International Trade,Harvard University,2002,F,International Economics,2001-2002,both,"Hallak, Juan Carlos",56223175000,"HALLAK, JUAN CARLOS",pha474
"JENTER, DIRK;Harvard University;2002","Jenter, Dirk",Personnel Management; Executives; Executive Compensation;Portfolio Choice; Investment Decisions;Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;Financing Policy; Financial Risk and Risk Management; Capital and Ownership Structure; Value of Firms; Goodwill;Personnel Economics: Compensation and Compensation Methods and Their Effects,"Essays on the Interaction of Firms and Equity Markets; 1. Market Timing and Managerial Portfolio Decisions; 2. Executive Compensation, Incentives, and Risk; 3. Selling Company Shares to Reluctant Employees: France Telecom's Experience",Harvard University,2002,M,Business Administration and Business Economics - Marketing - Accounting,2001-2002,both,"Jenter, Dirk",6505493534,"JENTER, DIRK",pje55
"KOGAN, JOSEPH;Harvard University;2002","Kogan, Joseph",Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance;Multinational Firms; International Business,Selected Essays on: 1. Just-in-Case Inventories: A Cross-Country Analysis; 2. Do Country Borders Matter? The Limits of Reputation and Inter-Firm Networks in the Indian Offshore Software Industry; 3. Globalization and Corporate Governance Convergence? A Cross-Country Analysis,Harvard University,2002,G,Financial Economics,2001-2002,both,"Kogan, Joseph",12242964100,,
"MALMENDIER, ULRIKE;Harvard University;2002","Malmendier, Ulrike",Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;Sports; Gambling; Restaurants; Recreation; Tourism,Selected Essays on: 1. CEO Overconfidence and Corporate Investment; 2. Contract Design and Self-Control--Theory and Evidence; 3. Self-Control in the Market--Evidence from the Health Club Industry,Harvard University,2002,G,Financial Economics,2001-2002,both,"Malmendier, Ulrike M.",17342742600,"MALMENDIER, ULRIKE",pma1397
"MARTINEZ-JEREZ, ASIS;Harvard University;2002","Martinez-Jerez, Asis",Accounting;Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance;Bankruptcy; Liquidation,Three Essays on Capital Markets and Information Economics; 1. Interaction between Accounting and Corporate Governance: Evidence from Business Combinations; 2. How Do Inventors' Perceptions of the Credibility of Accounting Information and Its Governance Role Affect Firms' Capital Market Reactions to the Enron Collapse?; 3. E-Information,Harvard University,2002,M,Business Administration and Business Economics - Marketing - Accounting,2001-2002,both,"Martínez-Jerez, F. Asís",6503846367,,
"MCBRADY, MATTHEW;Harvard University;2002","McBrady, Matthew",International Financial Markets,"Essays in International Capital Markets: 1. Uncovering Parity in International Markets; 2. What Explains Industrial Country Sovereign Spreads; 3. Discounting the Bias: Dealers, Carry Traders and the Forward Discount Anomaly",Harvard University,2002,G,Financial Economics,2001-2002,both,"McBrady, Matthew R.",21733555200,,
"NAKORNTHAB, DON;Harvard University;2002","Nakornthab, Don",Monetary Policy,Essays on Monetary Policy,Harvard University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,,,,
"NENOVA, TATIANA;Harvard University;2002","Nenova, Tatiana",Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance,Essays on Corporate Control,Harvard University,2002,G,Financial Economics,2001-2002,both,"Nenova, Tatiana",7801655141,,
"NIEDERLE, MURIEL;Harvard University;2002","Niederle, Muriel",Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Information Transmission and Market Design,Harvard University,2002,D,Microeconomics,2001-2002,both,"Niederle, Muriel",6603258903,"NIEDERLE, MURIEL",pni95
"QUEK, SZE-TIEN;Harvard University;2002","Quek, Sze-Tien",Information and Internet Services; Computer Software;Stochastic and Dynamic Games; Evolutionary Games; Repeated Games,www.dynamic-games.com: Essays on the Application of Dynamic Game Theory to the Analysis of E-Commerce,Harvard University,2002,L,Industrial Organization,2001-2002,both,,,,
"RUIZ ARRANZ, MARTA;Harvard University;2002","Ruiz Arranz, Marta","Personal Income, Wealth, and Their Distributions;Equity, Justice, Inequality, and Other Normative Criteria and Measurement;Measurement and Analysis of Poverty",Essays on Inequality and Poverty,Harvard University,2002,D,Microeconomics,2002-2003,both,"Ruiz-Arranz, Marta",25637342800,,
"SAIZ, ALBERT;Harvard University;2002","Saiz, Albert","Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;Geographic Labor Mobility; Immigrant Workers;Regional Economic Activity: Growth, Development, Environmental Issues, and Changes",The Impact of Immigration on American Cities,Harvard University,2002,R,"Urban, Rural, and Regional Economics",2001-2002,both,"Saiz, Albert",36194313500,"SAIZ, ALBERT",psa110
"SUNG, TAE YOON;Harvard University;2002","Sung, Tae Yoon",International Economics: General,Essays in International Economics,Harvard University,2002,F,International Economics,2001-2002,both,"Sung, Taeyoon",8685737500,"SUNG, TAEYOON",psu112
"TAKSLER, GLEN;Harvard University;2002","Taksler, Glen",Contingent Pricing; Futures Pricing; option pricing;Asset Pricing; Trading Volume; Bond Interest Rates,Essays in Corporate Bonds and Futures Markets,Harvard University,2002,G,Financial Economics,2001-2002,both,"Taksler, Glen B.",55950117000,,
"TENREYRO, MARIA SILVANA;Harvard University;2002","Tenreyro, Maria Silvana",Macroeconomic Aspects of International Trade and Finance: General,Three Essays in Open-Economy Macroeconomics,Harvard University,2002,F,International Economics,2001-2002,both,"Tenreyro, Silvana",12798771400,"TENREYRO, SILVANA",pte171
"TEO, SONGWEE MELVIN;Harvard University;2002","Teo, Songwee Melvin",Financial Economics: General,Essays in Financial Economics,Harvard University,2002,G,Financial Economics,2001-2002,both,"Teo, Melvyn",7004572934,,
"WEISBERGER, NOAH;Harvard University;2002","Weisberger, Noah",Employment; Unemployment; Wages; Intergenerational Income Distribution; Aggregate Human Capital; Aggregate Labor Productivity;Human Capital; Skills; Occupational Choice; Labor Productivity,"Empirical Essays on Real Wages, Unemployment, and Labor Productivity",Harvard University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,,,,
"WOLPAW REYES, JESSICA;Harvard University;2002","Wolpaw Reyes, Jessica",Health Behavior;Analysis of Health Care Markets,"The Impact of Lead Exposure on Crime and Health, and An Analysis of the Market for Physicians: Three Essays",Harvard University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Reyes, Jessica Wolpaw",16301897600,,
"WOO, SUNG-JUN;Harvard University;2002","Woo, Sung-Jun",Financial Economics: General,Essays in Financial Economics,Harvard University,2002,G,Financial Economics,2001-2002,both,"Woo, Sung-jun",7402853417,,
"ZOIDO, M. ELENA;Harvard University;2002","Zoido, M. Elena",Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance,Essays in Corporate Governance and Labor,Harvard University,2002,G,Financial Economics,2001-2002,both,"Zoido, Elena",6504827322,"ZOIDO, ELENA",pzo16
"ALSALMAN, ABDULLAH E.;Howard University;2002","Alsalman, Abdullah E.",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Asset Pricing; Trading Volume; Bond Interest Rates,Empirical Issues of Financial Market Volatility: Kuwait Stock Exchange,Howard University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,,,,
"AL-QAHTANI, MOHAMMAD F.;Indiana University;2002","Al-Qahtani, Mohammad F.",Economywide Country Studies: Asia including Middle East;Industrialization; Manufacturing and Service Industries; Choice of Technology,Essays on the Impediments to Income Diversification and De-industrialization in the Oil-Exporting Economy of Saudi Arabia,Indiana University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,,,,
"BU, YISHENG;Indiana University;2002","Bu, Yisheng",Microeconomic Analyses of Economic Development;Publicly Provided Goods: General,"Capital Waste: Concepts, Causes and Remedies",Indiana University,2002,O,"Economic Development, Technological Change, and Growth",2002-2003,both,,,,
"CHO, HYUNSEUNG;Indiana University;2002","Cho, Hyunseung",Transactional Relationships; Contracts and Reputation; Networks,Three Essays on Network Industries,Indiana University,2002,L,Industrial Organization,2001-2002,both,,,,
"DAVIG, TROY A.;Indiana University;2002","Davig, Troy A.","Fiscal Policy;Consumption, Saving, Production, Investment, Labor Markets, and Informal Economy: General (includes Measurement and Data)",Regime-Switching Fiscal Policy,Indiana University,2002,E,Macroeconomics and Monetary Economics,2002-2003,both,"Davig, Troy",17433872600,"DAVIG, TROY",pda131
"GERLACH, JEFFREY R.;Indiana University;2002","Gerlach, Jeffrey R.",Information and Market Efficiency; Event Studies; Insider Trading,Imperfect Information on Asset Returns,Indiana University,2002,G,Financial Economics,2001-2002,both,"Gerlach, Jeffrey R.",35978474300,,
"HAMILTON, PAUL V.;Indiana University;2002","Hamilton, Paul V.",Multiple or Simultaneous Equation Models: Panel Data Models; Spatio-temporal Models;Single Equation Models; Single Variables: Panel Data Models; Spatio-temporal Models,Panel Markov-Switching Models of Economic Phenomena: Three Applications,Indiana University,2002,C,Mathematical and Quantitative Methods,2002-2003,both,"Hamilton, Paul V.",36008452300,,
"WANG, WEI;Indiana University;2002","Wang, Wei","Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics;Socialist Institutions and Their Transitions: Consumer Economics; Health; Education and Training: Welfare, Income, Wealth, and Poverty;Housing Supply and Markets;Production Analysis and Firm Location: Government Policy;Economic Development: Human Resources; Human Development; Income Distribution; Migration","China's Urban Housing Reform: Implications from Wage Determination, Inequality and Welfare Improvement",Indiana University,2002,P,Economic Systems,2002-2003,both,,,,
"ZIACIK, TERRI L.;Indiana University;2002","Ziacik, Terri L.","Socialist Institutions and Their Transitions: International Trade, Finance, Investment, Relations, and Aid;International Investment; Long-term Capital Movements",Foreign Direct Investment in Transition Economies: Exploring the Effects of Uncertainty and Heterogeneity on Investment Timing,Indiana University,2002,P,Economic Systems,2001-2002,both,"Ziacik, Terri L.",6504093833,,
"ALONSO CIFUENTES, JULIO;Iowa State University;2002","Alonso Cifuentes, Julio",Fiscal Policy;Current Account Adjustment; Short-term Capital Movements,Sustainability of a Fiscal Policy and a Current Account: A Threshold Cointegration Approach for the G-7 Countries,Iowa State University,2002,E,Macroeconomics and Monetary Economics,2002-2003,both,"Alonso-Cifuentes, Julio César",51061017300,,
"CORRIGAN, JAY;Iowa State University;2002","Corrigan, Jay",Welfare Economics: General;Search; Learning; Information and Knowledge; Communication; Belief; Unawareness,Disparities in Empirical Welfare Measures: The Effects of Time and Information,Iowa State University,2002,D,Microeconomics,2002-2003,both,"Corrigan, Jay R.",8330457400,"CORRIGAN, JAY R.",pco396
"ERDOGDU, OYA;Iowa State University;2002","Erdogdu, Oya",Price Level; Inflation; Deflation;Monetary Policy,Price Level Determination: Ricardian vs. Non-Ricardian Theories,Iowa State University,2002,E,Macroeconomics and Monetary Economics,2002-2003,both,"Erdogdu, Oya S.",23027268000,"ERDOGDU, OYA SAFINAZ",per20
"GURSEL, OSMAN;Iowa State University;2002","Gursel, Osman",Multiple or Simultaneous Equation Models: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes; State Space Models;Foreign Exchange,Three Essays on Long Memory Tests for Persistence in Volatility and Structural Vector Autoregression Modeling of Real Exchange Rates,Iowa State University,2002,C,Mathematical and Quantitative Methods,2002-2003,both,,,,
"KIM, SEUNGHWAN;Iowa State University;2002","Kim, Seunghwan",Foreign Exchange;General Financial Markets: General (includes Measurement and Data),Uncovered Interest Parity and Threshold Cointegration Approach: Theory and Evidence,Iowa State University,2002,F,International Economics,2001-2002,both,"Kim, Seunghwan",57217130701,,
"PAN, SUWEN;Iowa State University;2002","Pan, Suwen","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs;Consumer Economics: Empirical Analysis;Agricultural Policy; Food Policy","Three Essays on Food Security, Food Demand, and Welfare Program Participation",Iowa State University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Pan, Suwen",7402713282,"PAN, SUWEN",ppa512
"ROUSU, MATTHEW;Iowa State University;2002","Rousu, Matthew",Consumer Economics: Empirical Analysis;Auctions;Agricultural R&D; Agricultural Technology; Biofuels; Agricultural Extension Services,Information on Genetically Modified Foods and How It Affects Consumers: Evidence from Experimental Auctions,Iowa State University,2002,D,Microeconomics,2002-2003,both,"Rousu, Matthew C.",6508189262,"ROUSU, MATTHEW C",pro332
"ZHANG, YAN;Iowa State University;2002","Zhang, Yan",Foreign Exchange;Single Equation Models; Single Variables: Time-Series Models; Dynamic Quantile Regressions; Dynamic Treatment Effect Models; Diffusion Processes,Testing for Nonlinearities in Time Series with an Application to Exchange Rates,Iowa State University,2002,F,International Economics,2001-2002,both,"Zhang, Yanzong",16177013400,,
"ALPER, OMER E.;Johns Hopkins University;2002","Alper, Omer E.","Analysis of Health Care Markets;Energy, Environmental, Health, and Safety Law",An Analysis of Contingent Contracting under Imperfect Liability Laws: The Medical Malpractice Context,Johns Hopkins University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Alper, Omer",52563150500,,
"ASTORGA, ALFREDO;Johns Hopkins University;2002","Astorga, Alfredo",International Monetary Arrangements and Institutions,Essays on the Economics of Managed and Floating Exchange Rate Regimes,Johns Hopkins University,2002,F,International Economics,2001-2002,both,"Astorga, Alfredo",35110908200,,
"CASTILLA, LUIS M.;Johns Hopkins University;2002","Castilla, Luis M.",Formal and Informal Sectors; Shadow Economy; Institutional Arrangements;Fiscal and Monetary Policy in Development;Microeconomic Analyses of Economic Development,"Essays on Political Instability, Fiscal Institutions and Economic Outcomes",Johns Hopkins University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Castilla, Luis Miguel",57006493300,,
"GONG, JIN-DONG;Johns Hopkins University;2002","Gong, Jin-Dong",Oligopoly and Other Imperfect Markets;Management of Technological Innovation and R&D,Essays on Technological Competition,Johns Hopkins University,2002,L,Industrial Organization,2001-2002,both,,,,
"GRUBER, JOSEPH;Johns Hopkins University;2002","Gruber, Joseph",Macroeconomics: Consumption; Saving; Wealth,On Habit Formation in Aggregate Consumption,Johns Hopkins University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Gruber, Joseph W.",7101971210,"GRUBER, JOSEPH",pgr751
"HINZE, DANIEL A.;Johns Hopkins University;2002","Hinze, Daniel A.","One, Two, and Multisector Growth Models;Human Capital; Skills; Occupational Choice; Labor Productivity","Skills, Labor and the Structural Dynamics of the Economy",Johns Hopkins University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,,,,
"MECHANIC, SARA;Johns Hopkins University;2002","Mechanic, Sara","Production, Pricing, and Market Structure; Size Distribution of Firms;Mergers; Acquisitions; Restructuring; Voting; Proxy Contests; Corporate Governance",The Efficacy of the Simulation Method for Predicting the Price Effects of Mergers: The Case of the 1986 Northwest-Republic Merger,Johns Hopkins University,2002,L,Industrial Organization,2001-2002,both,,,,
"SHERIDAN, NIAMH;Johns Hopkins University;2002","Sheridan, Niamh",Price Level; Inflation; Deflation;Expectations; Speculations,Inflation Dynamics,Johns Hopkins University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Sheridan, Niamh",6701749838,,
"SMITH, JULIE;Johns Hopkins University;2002","Smith, Julie",Price Level; Inflation; Deflation,Essays on Core Inflation,Johns Hopkins University,2002,E,Macroeconomics and Monetary Economics,2001-2002,both,"Smith, Julie K.",8945206000,"SMITH, JULIE K.",psm57
"TOMOHARA, AKINORI;Johns Hopkins University;2002","Tomohara, Akinori",Multinational Firms; International Business;Business Taxes and Subsidies including sales and value-added (VAT),Corporate Tax Policy and Intrafirm Trade of Multi-national Companies,Johns Hopkins University,2002,F,International Economics,2001-2002,both,"Tomohara, Akinori",22936425200,,
"ZHANG, JUNFU;Johns Hopkins University;2002","Zhang, Junfu","Housing Supply and Markets;Economics of Minorities, Races, Indigenous Peoples, and Immigrants; Non-labor Discrimination;Labor Discrimination",An Evolutionary Approach to Residential Segregation,Johns Hopkins University,2002,R,"Urban, Rural, and Regional Economics",2001-2002,both,"Zhang, Junfu",57192318943,"ZHANG, JUNFU",pzh105
"ZHAO, ZHONG;Johns Hopkins University;2002","Zhao, Zhong","Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Two Essays on Social Program Evaluation,Johns Hopkins University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Zhao, Zhong",57192659424,"ZHAO, ZHONG",pzh73
"ALOMAR, IBRAHIM S.;Kansas State University;2002","Alomar, Ibrahim S.",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Financial Markets and the Macroeconomy,Financial Intermediation and Economic Growth in Southeast Asian Countries,Kansas State University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,,,IBRAHIM S. ALOMAR,pal271
"BARILLA, ANTHONY G.;Kansas State University;2002","Barilla, Anthony G.",Professional Labor Markets; Occupational Licensing;Wage Level and Structure; Wage Differentials;Sports; Gambling; Restaurants; Recreation; Tourism,"An Analysis of Wage Differences in Major League Baseball, 1985-95",Kansas State University,2002,J,Labor and Demographic Economics,2001-2002,both,"Barilla, Anthony G.",8918625100,,
"KAYANI, NOAMAN A.;Kansas State University;2002","Kayani, Noaman A.",Geographic Labor Mobility; Immigrant Workers,The Effect of Regulatory Controls on Immigration,Kansas State University,2002,J,Labor and Demographic Economics,2001-2002,both,"Kayani, Noaman A.",19639153300,,
"HARRIS, MARY H.;Lehigh University;2002","Harris, Mary H.",Educational Finance; Financial Aid;State and Local Borrowing,School District Bond Finance: A Study on Bond Ratings and State Capital Aid Programs,Lehigh University,2002,I,"Health, Education, and Welfare",2001-2002,both,"Harris, Mary H.",55449157200,,
"PAFF, LOLIA ANNA;Lehigh University;2002","Paff, Lolia Anna",Technological Change: Government Policy;Management of Technological Innovation and R&D,The Effect of State-Level Research and Development Tax Credits: An Analysis Based on 10-K and Compustat Data,Lehigh University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Paff, Lolita Anna",6506355212,"PAFF, LOLITA ANNA",ppa267
"SCOTT, AMY KATHRYN STROMSTAD;Lehigh University;2002","Scott, Amy Kathryn Stromstad",Empirical Studies of Economic Growth; Aggregate Productivity; Cross-Country Output Convergence;Bureaucracy; Administrative Processes in Public Organizations; Corruption;Illegal Behavior and the Enforcement of Law,Corruption and Economic Growth: Three Studies,Lehigh University,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Scott, Amy K.S.",53985110200,,
"EDWARDS, DENNIS S.;Louisiana State University;2002","Edwards, Dennis S.",Trade: General;Forecasting Models; Simulation Methods,Essays on International Trade and Bayesian Forecasting,Louisiana State University,2002,F,International Economics,2001-2002,both,,,,
"HORENT, ERIC;Louisiana State University;2002","Horent, Eric",National Government Expenditures and Related Policies: Procurement;Fiscal Policy,An Empirical Analysis of the Macroeconomic Effects of Government Purchases,Louisiana State University,2002,H,Public Economics,2002-2003,both,"Horent, Eric",41461364200,,
"OGUNC, ASLI K.;Louisiana State University;2002","Ogunc, Asli K.",Bayesian Analysis: General;Single Equation Models; Single Variables: General,Essays on the Bayesian Inequality Restricted Estimation,Louisiana State University,2002,C,Mathematical and Quantitative Methods,2001-2002,both,"Ogunc, Asli K.",27267875400,,
"BASKER, EMEK;Massachusetts Institute of Technology;2002","Basker, Emek","Urban, Rural, Regional, Real Estate, and Transportation Economics: Regional Migration; Regional Labor Markets; Population; Neighborhood Characteristics;Particular Labor Markets: General",Essays on Local Labor Markets,Massachusetts Institute of Technology,2002,R,"Urban, Rural, and Regional Economics",2002-2003,both,"Basker, Emek",8889284300,"BASKER, EMEK",pba96
"BENELLI, ROBERTO;Massachusetts Institute of Technology;2002","Benelli, Roberto",Financial Economics: General,Essays on Institutions for Financial Stability,Massachusetts Institute of Technology,2002,G,Financial Economics,2001-2002,both,,,,
"BERGSTRESSER, DANIEL;Massachusetts Institute of Technology;2002","Bergstresser, Daniel",Financial Economics: General,Essays on the Taxation and Regulation of Financial Markets,Massachusetts Institute of Technology,2002,G,Financial Economics,2001-2002,both,"Bergstresser, Daniel",56543456200,"BERGSTRESSER, DANIEL BAIRD",pbe639
"BLEAKLEY, C. HOYT;Massachusetts Institute of Technology;2002","Bleakley, C. Hoyt",Human Capital; Skills; Occupational Choice; Labor Productivity;Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;Investment; Capital; Intangible Capital; Capacity,Three Empirical Essays on Investment in Physical and Human Capital,Massachusetts Institute of Technology,2002,J,Labor and Demographic Economics,2001-2002,both,"Bleakley, Hoyt",7801442317,"BLEAKLEY, HOYT",pbl17
"COWAN, KEVIN;Massachusetts Institute of Technology;2002","Cowan, Kevin",Capital Budgeting; Fixed Investment and Inventory Studies; Capacity;Socialist Enterprises and Their Transitions;Firm Behavior: Theory;Industrialization; Manufacturing and Service Industries; Choice of Technology,Inquiries into the Behavior of Emerging Market Firms,Massachusetts Institute of Technology,2002,G,Financial Economics,2002-2003,both,"Cowan, Kevin N.",25637149400,"COWAN, KEVIN N.",pco175
"D'URSO, VICTORIA;Massachusetts Institute of Technology;2002","D'Urso, Victoria","Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand;Housing Supply and Markets;Information and Internet Services; Computer Software;Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior","Internet Use and the Duration of Buying and Selling in the Residential Housing Market, Economic Incentives and Voting",Massachusetts Institute of Technology,2002,R,"Urban, Rural, and Regional Economics",2002-2003,both,,,,
"DAVIDOFF, THOMAS;Massachusetts Institute of Technology;2002","Davidoff, Thomas","Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand",Essays on Annuitization and Housing Choice,Massachusetts Institute of Technology,2002,R,"Urban, Rural, and Regional Economics",2001-2002,both,"Davidoff, Thomas",12805621200,"DAVIDOFF, THOMAS",pda697
"DICK, ASTRID;Massachusetts Institute of Technology;2002","Dick, Astrid",Consumer Economics: Empirical Analysis,"Essays on Competition, Market Structure and Consumer Behavior",Massachusetts Institute of Technology,2002,D,Microeconomics,2001-2002,both,"Dick, Astrid A.",56216918700,,
"DO, QUY-TOAN;Massachusetts Institute of Technology;2002","Do, Quy-Toan",Economic Development: General,Essays on Institutions and Economic Development,Massachusetts Institute of Technology,2002,O,"Economic Development, Technological Change, and Growth",2002-2003,both,"Do, Quy Toan",8578175500,"DO, QUY-TOAN",pdo159
"EVENSON, BENGTE;Massachusetts Institute of Technology;2002","Evenson, Bengte","Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand;Housing Supply and Markets",Empirical Analyses of Local Housing Markets,Massachusetts Institute of Technology,2002,R,"Urban, Rural, and Regional Economics",2001-2002,both,,,,
"FRANZONI, FRANCESCO;Massachusetts Institute of Technology;2002","Franzoni, Francesco",Portfolio Choice; Investment Decisions;Asset Pricing; Trading Volume; Bond Interest Rates,Essays on Financial Economics,Massachusetts Institute of Technology,2002,G,Financial Economics,2002-2003,both,"Franzoni, Francesco",12779542300,,
"KARLAN, DEAN;Massachusetts Institute of Technology;2002","Karlan, Dean",Economic Development: Financial Markets; Saving and Capital Investment; Corporate Finance and Governance;Economic Sociology; Economic Anthropology; Language; Social and Economic Stratification;Financial Institutions and Services: General,Social Capital and Microfinance,Massachusetts Institute of Technology,2002,O,"Economic Development, Technological Change, and Growth",2001-2002,both,"Karlan, Dean S.",12806052600,"KARLAN, DEAN S.",pka56
"KEARNEY, MELISSA SCHETTINI;Massachusetts Institute of Technology;2002","Kearney, Melissa Schettini","Consumer Economics: Empirical Analysis;Consumer Economics: Theory;Taxation, Subsidies, and Revenues: Other Sources of Revenue;Welfare, Well-Being, and Poverty: Government Programs; Provision and Effects of Welfare Programs",Essays on Public Policy and Consumer Choice: Applications to Welfare Reform and State Lotteries,Massachusetts Institute of Technology,2002,D,Microeconomics,2001-2002,both,"Kearney, Melissa Schettini",8539023200,"KEARNEY, MELISSA SCHETTINI",pke151
"KEARNS, JONATHAN;Massachusetts Institute of Technology;2002","Kearns, Jonathan",Foreign Exchange;Monetary Policy;Central Banks and Their Policies,"Nominal Exchange Rates, Commodity Prices and Central Bank Policy",Massachusetts Institute of Technology,2002,F,International Economics,2002-2003,both,"Kearns, Jonathan",8221660700,"KEARNS, JONATHAN",pke53
"KRAJNYAK, KORNELIA;Massachusetts Institute of Technology;2002","Krajnyak, Kornelia",Socialist Institutions and Their Transitions: General,Essays in Economics,Massachusetts Institute of Technology,2002,P,Economic Systems,2001-2002,both,"Krajnyák, Kornélia",6504007267,,
"KYLE, MARGARET;Massachusetts Institute of Technology;2002","Kyle, Margaret","Production, Pricing, and Market Structure; Size Distribution of Firms;Firm Behavior: Theory",Entry and Exit in Innovative Industries,Massachusetts Institute of Technology,2002,L,Industrial Organization,2001-2002,both,"Kyle, Margaret K.",12244290700,"KYLE, MARGARET K.",pky20
"LANDIER, AUGUSTIN;Massachusetts Institute of Technology;2002","Landier, Augustin",Investment Banking; Venture Capital; Brokerage; Ratings and Ratings Agencies;Innovation; Research and Development; Technological Change; Intellectual Property Rights: General;New Firms; Startups,"Essays on Innovation, Entrepreneurship and Venture Capital",Massachusetts Institute of Technology,2002,G,Financial Economics,2001-2002,both,"Landier, Augustin",24376751800,"LANDIER, AUGUSTIN",pla423
"MCKNIGHT, ROBIN LYNN;Massachusetts Institute of Technology;2002","McKnight, Robin Lynn",Health: Government Policy; Regulation; Public Health;Insurance; Insurance Companies; Actuarial Studies,Essays on the Economics of Health Insurance,Massachusetts Institute of Technology,2002,I,"Health, Education, and Welfare",2002-2003,both,"McKnight, Robin",56186140400,"MCKNIGHT, ROBIN",pmc188
"NOEL, MICHAEL;Massachusetts Institute of Technology;2002","Noel, Michael","Retail and Wholesale Trade; e-Commerce;Production, Pricing, and Market Structure; Size Distribution of Firms",Edgeworth Price Cycles in Retail Gasoline Markets,Massachusetts Institute of Technology,2002,L,Industrial Organization,2001-2002,both,"Noel, Michael D.",16203592000,,
"PLANCICH, STEPHANIE;Massachusetts Institute of Technology;2002","Plancich, Stephanie",Pension Funds; Non-bank Financial Institutions; Financial Instruments; Institutional Investors;Personal Income and Other Nonbusiness Taxes and Subsidies; includes inheritance and gift taxes,Essays on Taxation and Mutual Funds,Massachusetts Institute of Technology,2002,G,Financial Economics,2002-2003,both,"Plancich, Stephanie",6507123663,,
